,BrandName,Details,Sizes,MRP,SellPrice,Discount,Category
11384,Stop,Printed round neck straight fit womens kurta - off white,"Size:S,M,X-Small","Rs
999",499,50% off,Indianwear-Women
11385,Myshka,Printed rayon collar neck womens dress - green,",Medium,Small,X-Large,XX-Large","Rs
2999",749,75% off,Indianwear-Women
11386,Aurelia,Round neck cotton straight designer womens dresses - grey,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
2199",1539,30% off,Indianwear-Women
11387,Ziyaa,Printed crepe collar neck womens straight kurta - black,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
1643",575,65% off,Indianwear-Women
11388,Kashish,Embroidered mandarian collar straight fit womens kurta - grey,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1599",799,50% off,Indianwear-Women
11390,Infuse,Solid viscose blend mandarin neck womens a-line kurta - lime green,"Size:Small,X-Small","Rs
999",499,50% off,Indianwear-Women
11391,Juniper,Solid cotton round neck womens flared dress - pink,"Size:Large,Medium,Small,X-Large","Rs
4099",1844,55% off,Indianwear-Women
11392,Sanaa,Solid rayon tie up neck���� womens kurti - green,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1299",649,50% off,Indianwear-Women
11394,Myshka,Printed cotton round neck womens regular kurta - green,"Size:Medium,Small","Rs
1999",399,80% off,Indianwear-Women
11395,Global desi,Womens regular fit floral kurta - peach,"Size:XL,Large,Small,X-Small","Rs
1799",539,70% off,Indianwear-Women
11396,Haute curry,Printed rayon round neck womens regular dress - navy,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1499",749,50% off,Indianwear-Women
11397,Stop,Printed mandarin collar straight womens kurta - peach,"Size:S,M,L,X-Small,XXX-Large","Rs
799",399,50% off,Indianwear-Women
11398,Varanga,Linen blend traditional womens saree - grey,Nan,"Rs
1799",899,50% off,Indianwear-Women
11399,Varanga,Cotton womens ethnic palazzos - white,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1599",719,55% off,Indianwear-Women
11400,Juniper,"Womens black cotton flex wide leg palazzo with lacework, pockets and button closure - black","Size:Large,Medium,Small,X-Large,XX-Large","Rs
1299",779,40% off,Indianwear-Women
11401,Janasya,Solid crepe round neck womens kurta palazzo set with dupatta - navy,"Size:X-Large,XX-Large","Rs
2949",1179,60% off,Indianwear-Women
11402,Indya,Printed viscose womens regular kurta - green,"Size:X-Large,XX-Large","Rs
2100",1050,50% off,Indianwear-Women
11403,Biba,Womens black cotton flax straight kurta - black,"Size:32,34,38","Rs
2999",1499,50% off,Indianwear-Women
11404,Kashish,Embroidered mandarian collar straight fit womens kurta - lime green,"Size:Medium,Small,X-Small","Rs
1999",999,50% off,Indianwear-Women
11405,Global desi,Floral viscose round neck womens straight top - indigo,"Size:XL,Large,Medium,Small,X-Small,XX-Large","Rs
1699",1359,20% off,Indianwear-Women
11406,Janasya,Tie and dye v neck regular fit womens kurta - pink,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
2199",1099,50% off,Indianwear-Women
11407,Yuris,Floral round neck cotton womens kurta set - multi,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
3999",1399,65% off,Indianwear-Women
11409,Juniper,Floral cambric mandarin collar womens flared kurta - natural,"Size:Large,Small,X-Large,X-Small,XX-Large","Rs
2499",999,60% off,Indianwear-Women
11410,Varanga,Printed cotton round neck womens calf length kurta - black,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
2799",699,75% off,Indianwear-Women
11411,Indya,Solid silk square neck womens regular top - blue,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1300",1040,20% off,Indianwear-Women
11412,Stop,Womens embroidered calf length casual wear kurta - red,"Size:S,M,L,X-Large,X-Small,XX-Large","Rs
1299",649,50% off,Indianwear-Women
11413,Indya,Shraddha kapoor for indya pink & white bandhej chevron tiered sharara pants - pink,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
2200",1100,50% off,Indianwear-Women
11414,Myshka,Solid v neck womens kurti - green,",Medium,Small,X-Large,XX-Large","Rs
5999",1199,80% off,Indianwear-Women
11415,Stop,Embroidered round neck straight fit womens kurta - mustard,"Size:S,M,L,X-Large,X-Small,XX-Large","Rs
799",399,50% off,Indianwear-Women
11416,Infuse,Embroidered polyester womens full length palazzos - navy,"Size:2XL/3XL,Large/X-Large,Small/Medium","Rs
1399",419,70% off,Indianwear-Women
11418,Kashish,Embroidered mandarian collar straight fit womens kurta - yellow,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1999",999,50% off,Indianwear-Women
11419,Varkala silk sarees,Kanjivaram katan silk traditional women kanjivaram saree - wine,Nan,"Rs
4500",1125,75% off,Indianwear-Women
11420,Juniper,Embroidered mandarin rayon womens peplum tunic dhoti set - cream,"Size:Large,Medium,Small","Rs
2999",1799,40% off,Indianwear-Women
11421,Varanga,Viscose rayon womens casual trousers - white,"Size:Medium,Small,XX-Large","Rs
1999",799,60% off,Indianwear-Women
11422,Myshka,Solid cotton round neck womens kurta palazzo set - purple,"Size:X-Large,XX-Large","Rs
3999",1199,70% off,Indianwear-Women
11423,Myshka,Printed cotton blend v neck womens regular kurta - pink,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
4999",1249,75% off,Indianwear-Women
11424,Myshka,Solid silk v neck womens regular casual dress - navy,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
5999",1499,75% off,Indianwear-Women
11425,Juniper,Printed chiffon halter neck womens straight kurta - black,"Size:Medium,XX-Large","Rs
1699",1019,40% off,Indianwear-Women
11427,Varanga,Womens tie and dye skirts - pink,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1999",999,50% off,Indianwear-Women
11428,Infuse,Fitted full length cotton lycra womens churidar - navy,"Size:Large,Small,X-Large,XX-Large","Rs
499",299,40% off,Indianwear-Women
11429,Kashish,Printed mandarian collar straight fit womens kurta - navy,"Size:Medium,Small,X-Large,X-Small","Rs
1999",999,50% off,Indianwear-Women
11430,Aurelia,Round neck rayon womens below knee kurta - pink,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
2299",1609,30% off,Indianwear-Women
11431,Biba,Yarn dyed polyester v neck womens ethnic set - navy,"Size:36,38","Rs
3599",2159,40% off,Indianwear-Women
11433,Juniper,Printed mandarin rayon womens ethnic set - black,"Size:Large,Medium,Small,X-Large,X-Small","Rs
3299",1649,50% off,Indianwear-Women
11434,Varanga,Printed round neck cotton womens ethnic set - black,"Size:Medium,Small","Rs
4999",1499,70% off,Indianwear-Women
11436,Indya,Shraddha kapoor for indya women pink & white geometric georgette chikankari kurta - pink,"Size:Large,XX-Large","Rs
2200",1100,50% off,Indianwear-Women
11437,Indya,Embroidered georgette round neck womens regular tunic - pink,"Size:Large,Small,X-Small","Rs
3200",1600,50% off,Indianwear-Women
11438,Haute curry,Yary dyed cotton womens casual gather dress - red,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1299",649,50% off,Indianwear-Women
11439,Myshka,Printed cotton womens regular length palazzo - green,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1399",419,70% off,Indianwear-Women
11440,Haute curry,Solid rayon womens casual tier dress - natural,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1499",749,50% off,Indianwear-Women
11441,Varanga,Pink and silver block printed mandarin collar anarkali kurta with 3/4th sleeves and printed tape at hemline - pink,"Size:Large,Medium,Small,X-Large","Rs
3299",1979,40% off,Indianwear-Women
11442,Juniper,Printed georgette v neck womens flared dress - blue,"Size:Large,Medium,X-Large","Rs
2699",1619,40% off,Indianwear-Women
11444,W,Solid rayon flax round neck womens straight kurta - blue,"Size:6,8,10,12,14,16,18","Rs
2299",1724,25% off,Indianwear-Women
11445,Yuris,Ethnic motifs cotton v neck womens kurta set - sea green,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
3999",1399,65% off,Indianwear-Women
11446,Global desi,Womens a-line floral kurta - pink,"Size:Large,Medium,Small,XX-Large","Rs
1999",599,70% off,Indianwear-Women
11448,Varanga,Mandarin collar womens kurta - off white,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
3099",1394,55% off,Indianwear-Women
11449,Janasya,Embroidered round neck regular fit womens tunic - blue,"Size:Small,X-Small","Rs
1729",778,55% off,Indianwear-Women
11450,Haute curry,Womens cotton mandarin collar straight fit tops & tunics - lime green,"Size:Large,Medium,Small,X-Small","Rs
899",449,50% off,Indianwear-Women
11451,Indya,Embroidered regular fit georgette womens ethnic skirt - pink,"Size:Small,X-Large","Rs
3600",1800,50% off,Indianwear-Women
11452,Haute curry,Regular fit ankle length flex womens casual pants - coral,"Size:Large,Medium,Small,X-Large","Rs
899",449,50% off,Indianwear-Women
11453,Biba,Solid band collar cotton womens kurta palazzo - multi,"Size:32,34,36,38,40,42","Rs
3999",2799,30% off,Indianwear-Women
11455,Stop,Full length cotton lycra knitted womens churidar - grey,"Size:S,M,L,X-Large,XX-Large","Rs
499",349,30% off,Indianwear-Women
11456,Ziyaa,Printed mandarin crepe womens ethnic set - black,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
1616",727,55% off,Indianwear-Women
11457,Indya,Geometric viscose off shoulder womens maxi dress - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
2600",1300,50% off,Indianwear-Women
11458,Ziyaa,Floral round neck polyester womens ethnic set - cream,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
2137",961,55% off,Indianwear-Women
11459,Janasya,Solid silk round neck womens salwar suit - peach,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large","Rs
2269",1134,50% off,Indianwear-Women
11460,Yuris,Floral mandarin cotton womens regular fit midi dress - multi,"Size:Medium,Small","Rs
1399",699,50% off,Indianwear-Women
11461,Varanga,Embroidered round neck silk blend womens ethnic set - peacock,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
4999",1749,65% off,Indianwear-Women
11462,Haute curry,Printed rayon round neck womens straight flared top - rust,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
699",349,50% off,Indianwear-Women
11463,Stop,Printed mandarin collar a-line womens kurta - coral,"Size:S,M,L,X-Large,X-Small","Rs
999",499,50% off,Indianwear-Women
11464,Juniper,Woven design cotton dobby mandarin womens a line dress - green,"Size:Small,XX-Large","Rs
2899",1449,50% off,Indianwear-Women
11466,Janasya,Sequins georgette party wear designer womens sarees - pink,Nan,"Rs
3859",1350,65% off,Indianwear-Women
11468,Stop,Solid round neck straight fit womens kurta - ltgrey,"Size:S,M,L,X-Large,X-Small","Rs
799",399,50% off,Indianwear-Women
11469,Biba,Womens light blue viscose kurta dress - light blue,"Size:34,36,38,42","Rs
2999",1499,50% off,Indianwear-Women
11470,Juniper,Printed round neck georgette womens flared dress - mustard,"Size:Large,Medium,Small,X-Large","Rs
3299",1649,50% off,Indianwear-Women
11472,Myshka,Printed cotton round neck womens tunic - natural,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1799",449,75% off,Indianwear-Women
11473,Global desi,Geometric viscose round neck womens flared kurta - indigo,"Size:XL,Large,Medium,Small,X-Small,XX-Large","Rs
1899",1519,20% off,Indianwear-Women
11474,Kashish,Solid mandarin collar a-line womens kurta - coral,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1999",999,50% off,Indianwear-Women
11475,Yuris,Printed v-neck cotton womens kaftan with trousers - multi,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
2799",1259,55% off,Indianwear-Women
11477,Haute curry,Printed ankle length casual wear gather dress - coral,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1299",649,50% off,Indianwear-Women
11478,Juniper,Womens maroon rayon gold foil print flared palazzo - maroon,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1699",849,50% off,Indianwear-Women
11479,Vastranand,Checks zari linen festive wear womens regular saree - yellow,Nan,"Rs
3475",1563,55% off,Indianwear-Women
11480,Janasya,Floral crepe round neck womens flared kurta - navy,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large","Rs
1599",799,50% off,Indianwear-Women
11481,Biba,Shirt collar cotton straight fit womens dresses - lemon,"Size:32,34,36,38","Rs
2599",1559,40% off,Indianwear-Women
11482,Myshka,Printed cotton round neck womens regular kurta - navy,"Size:Medium,Small","Rs
1999",399,80% off,Indianwear-Women
11483,Stop,Womens solid knee length casual wear kurta - onion_pink,"Size:M,X-Small,XX-Large,XXX-Large","Rs
899",449,50% off,Indianwear-Women
11484,Haute curry,Solid rayon regular fit womens tunic - pink,"Size:Large,Medium,Small,X-Small,XX-Large","Rs
799",399,50% off,Indianwear-Women
11485,Ziyaa,Floral round neck crepe womens ethnic set - maroon,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
2590",1036,60% off,Indianwear-Women
11486,Kashish,Embroidered mandarian collar straight fit womens kurta - lime green,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1999",999,50% off,Indianwear-Women
11487,Aurelia,Cotton blend round neck womens kurta set - orange,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
2299",1609,30% off,Indianwear-Women
11488,Myshka,Printed round neck womens kurti - pink,",Medium,Small,X-Large,XX-Large","Rs
3999",799,80% off,Indianwear-Women
11489,Ziyaa,Floral round neck polyester womens salwar kurta and dupatta set - black,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
4387",1754,60% off,Indianwear-Women
11490,Kami kubi,Solid round neck cotton womens flared dress - white,"Size:Large,Medium,Small,X-Small","Rs
1999",899,55% off,Indianwear-Women
11491,Biba,Round neck cotton flared womens dresses - green,"Size:32,34,36,38,42","Rs
3599",2879,20% off,Indianwear-Women
11492,Varanga,White and mustard floral printed gathered kurta with printed tape and gota work detailing on yoke and sleeves - white,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
3599",899,75% off,Indianwear-Women
11494,Biba,Printed round neck cotton womens kurta pants - multi,"Size:32,34,36,38,40,42","Rs
2999",2099,30% off,Indianwear-Women
11495,Kami kubi,Printed boat neck silk blend womens a line dress - black,"Size:Large,Medium,Small,X-Small,XX-Large","Rs
2999",899,70% off,Indianwear-Women
11496,Kashish,Embroidered round neck flared fit womens kurta - grey,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
2499",1249,50% off,Indianwear-Women
11497,Varanga,Teal and gold all over paisley printed anarkali kurta with 3/4th sleeves - green,"Size:Large,Medium,Small,X-Large","Rs
2999",1199,60% off,Indianwear-Women
11498,Biba,Printed polyester cotton round neck womens salwar kurta dupatta set - sea green,"Size:32,34,36,38","Rs
5995",4196,30% off,Indianwear-Women
11499,Juniper,Womens burgundy cotton solid straight pants with side pocket - burgundy,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1599",719,55% off,Indianwear-Women
11500,Juniper,Ethnic motif round neck cambric womens anarkali dress with mask - black,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
2999",1349,55% off,Indianwear-Women
11501,Aurelia,Yarn dyed round neck straight womens kurta - blue,Size:Medium,"Rs
999",499,50% off,Indianwear-Women
11502,Stop,Womens regular fit printed kurta - sky blue,"Size:S,M,L,XL,X-Small,XX-Large","Rs
799",399,50% off,Indianwear-Women
11503,Janasya,Floral cotton mandarin womens kurta - white,"Size:Small,X-Large,X-Small,XX-Large,XXX-Large","Rs
1999",799,60% off,Indianwear-Women
11504,Kami kubi,Geometric cotton mandarin womens regular top - peach,"Size:Large,Medium,Small,X-Small,XX-Large","Rs
1199",539,55% off,Indianwear-Women
11505,Ziyaa,Solid crepe collar neck womens kurta palazzo set - grey,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
2112",844,60% off,Indianwear-Women
11508,Ziyaa,Printed v-neck polyester womens ethnic set - pink,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
1951",877,55% off,Indianwear-Women
11509,Kami kubi,Stripes cotton v neck womens straight kurta - olive,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large","Rs
1799",989,45% off,Indianwear-Women
11511,Janasya,Geometric round neck crepe womens calf length kurta - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large","Rs
1469",807,45% off,Indianwear-Women
11512,Yuris,Chevron cotton round neck womens salwar suit - multi,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
4299",1504,65% off,Indianwear-Women
11513,Aurelia,Solid cotton mandarin womens kurta set - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
3299",2309,30% off,Indianwear-Women
11514,Kashish,Embroidered silk blend womens full length palazzos - natural,"Size:Large/X-Large,Small/Medium","Rs
1499",749,50% off,Indianwear-Women
11515,Infuse,Solid rayon womens full length palazzos - grey,"Size:Large/X-Large,Small/Medium","Rs
799",399,50% off,Indianwear-Women
11516,Juniper,Printed rayon round neck womens straight kurta - off white,"Size:Large,Medium,Small,X-Large","Rs
1699",764,55% off,Indianwear-Women
11517,Juniper,Ethnic motifs round neck rayon womens flared dress - blue,"Size:Large,Medium,Small,X-Large","Rs
3599",1259,65% off,Indianwear-Women
11518,Infuse,Solid straight fit cotton lycra womens casual wear pants - red,Size:X-Small,"Rs
899",449,50% off,Indianwear-Women
11520,Stop,Printed mandarin collar straight fit womens kurta - fuschia,"Size:S,M,L,X-Large,X-Small,XX-Large","Rs
1499",749,50% off,Indianwear-Women
11522,Indya,Womens round neck embroidered kurta - blue,"Size:Medium,Small,X-Large,X-Small","Rs
2500",1250,50% off,Indianwear-Women
11523,Ziyaa,Floral rayon round neck womens straight kurta - pink,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
1853",741,60% off,Indianwear-Women
11524,Myshka,Printed rayon v neck womens dress - black,",Medium,Small,X-Large,XX-Large","Rs
3999",799,80% off,Indianwear-Women
11525,Global desi,Self design cotton v-neck womens top - aqua,"Size:XL,Large,Medium,Small,X-Small","Rs
1599",799,50% off,Indianwear-Women
11526,Stop,Solid satin womens full length palazzos - cream,"Size:Large/X-Large,Small/Medium,XX-Large/XXX-Large","Rs
999",399,60% off,Indianwear-Women
11528,W,Solid v neck straight womens kurta - green,Size:6,"Rs
1699",849,50% off,Indianwear-Women
11529,Biba,Printed round neck a-line womens kurti - off white,"Size:38,40","Rs
2299",1149,50% off,Indianwear-Women
11530,Biba,Printed band collar straight fit womens kurta - sea green,"Size:32,36","Rs
1999",1399,30% off,Indianwear-Women
11531,Juniper,Cambric boat neck womens crop top and palazzo set - cream,Size:XX-Large,"Rs
3799",949,75% off,Indianwear-Women
11532,Biba,Printed round neck a-line womens kurti - multi,"Size:34,40","Rs
1799",899,50% off,Indianwear-Women
11533,Juniper,Solid round neck rayon womens kurta palazzo set - jade,"Size:4X-Large,5X-Large,X-Large,XXX-Large","Rs
4299",1289,70% off,Indianwear-Women
11534,Myshka,Embroidered rayon collar neck womens regular kurta - pink,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
2199",659,70% off,Indianwear-Women
11535,Biba,Printed v neck cotton womens kurta palazzo - black,"Size:32,34,36,38,40,42","Rs
3599",2519,30% off,Indianwear-Women
11536,Indya,Embroidered georgette scoop neck womens kurta - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
2800",1400,50% off,Indianwear-Women
11537,Stop,Womens regular fit printed kurta - mint,"Size:S,M,L,XL,X-Small,XX-Large","Rs
799",399,50% off,Indianwear-Women
11538,Biba,Yarndyed band collar a-line womens kurta - natural,"Size:32,34,36,38,40,42","Rs
2599",1559,40% off,Indianwear-Women
11539,Myshka,Solid cotton regular fit womens casual trousers - red,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1099",494,55% off,Indianwear-Women
11540,W,Printed viscose round neck womens calf length kurta - yellow,"Size:10,18","Rs
1899",949,50% off,Indianwear-Women
11542,Myshka,Solid polyester v neck womens dress - pink,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
2599",519,80% off,Indianwear-Women
11543,Stop,Printed flared fit rayon womens all occasions palazzo - grey,"Size:Large/X-Large,Small/Medium,XX-Large/XXX-Large","Rs
899",449,50% off,Indianwear-Women
11545,Indya,Regular ankle length georgette womens lehenga skirt - purple,"Size:Large,Medium,Small,X-Large,X-Small","Rs
2950",2360,20% off,Indianwear-Women
11546,Kashish,Embroidered v neck straight fit womens kurta - grey,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1599",799,50% off,Indianwear-Women
11547,Myshka,Solid cotton collar neck womens kurta palazzo set - burgundy,",Medium,Small,X-Large,XX-Large","Rs
3999",999,75% off,Indianwear-Women
11549,Janasya,Womens black poly crepe kurta (jne1525) - black,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large","Rs
1299",519,60% off,Indianwear-Women
11550,Myshka,Regular fit regular length silk blend womens casual skirt - multi,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
2499",749,70% off,Indianwear-Women
11551,Stop,Solid cotton lycra womens full length palazzos - fuschia,"Size:Large/X-Large,Small/Medium,XX-Large/XXX-Large","Rs
999",399,60% off,Indianwear-Women
11552,Juniper,Embroidered chanderi v neck womens salwar kurta dupatta set - grey,"Size:Large,Medium,Small,X-Large","Rs
3699",1849,50% off,Indianwear-Women
11553,Juniper,Printed cotton mandarin womens kurta palazzo set - yellow,"Size:Large,Medium,Small,X-Large","Rs
3299",1484,55% off,Indianwear-Women
11554,Ziyaa,Printed polyester round neck womens straight kurta - brown,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
1666",666,60% off,Indianwear-Women
11555,Myshka,Printed polyester collar neck womens dress - multi,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1499",599,60% off,Indianwear-Women
11556,Suti,Printed cotton v neck womens straight kurti - olive,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1399",1119,20% off,Indianwear-Women
11557,Global desi,Floral v-neck womens gown - blue,"Size:Large,Medium,Small,X-Small","Rs
1999",1399,30% off,Indianwear-Women
11558,Yuris,Printed round neck cotton womens kurta palazzo set - black,"Size:Large,Small,XX-Large,XXX-Large","Rs
3499",1399,60% off,Indianwear-Women
11559,Varanga,Mauve and silver zari embroidery kurta with mauve trouser and sequins dupatta - mauve,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
5999",2399,60% off,Indianwear-Women
11561,Janasya,Embellished round neck regular fit womens kurta - peach,"Size:Medium,Small,X-Large","Rs
1399",559,60% off,Indianwear-Women
11562,Indya,Embroidered georgette v-neck womens flared tunic - purple,Size:X-Small,"Rs
3650",1825,50% off,Indianwear-Women
11563,Aurelia,Yarn dyed cotton mandarin womens straight kurta - black,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1199",839,30% off,Indianwear-Women
11564,Amukti,Floral viscose rayon mandarin collar womens straight kurta - red,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
1299",909,30% off,Indianwear-Women
11566,Yuris,Printed round neck cotton womens kurta palazzo set - multi,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
3999",1399,65% off,Indianwear-Women
11567,Stop,Womens printed knee length casual wear kurta - blue,"Size:S,M,X-Small,XXX-Large","Rs
799",399,50% off,Indianwear-Women
11568,Biba,Yarndyed round neck cotton womens kurta pants - green,"Size:32,34,36,38,40,42","Rs
3299",2309,30% off,Indianwear-Women
11570,Suti,Printed cotton womens flared kurti - gold,"Size:4X-Large,Large,Medium,Small,X-Large,X-Small","Rs
1499",1199,20% off,Indianwear-Women
11572,Biba,Yarndyed round neck straight fit womens kurta - off white,Size:32,"Rs
2299",1379,40% off,Indianwear-Women
11573,Juniper,Embroidered cotton dobby round neck womens a line tunic - yellow,"Size:X-Large,X-Small","Rs
1799",899,50% off,Indianwear-Women
11574,Infuse,Printed round neck rayon womens regular dress - mustard,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1599",479,70% off,Indianwear-Women
11575,Global desi,Solid viscose v neck womens straight top - black,"Size:XL,Large,Medium,Small,X-Small,XX-Large","Rs
1699",1359,20% off,Indianwear-Women
11576,Global desi,Chevron viscose band collar womens fit and flare kurta - teal,"Size:XL,Large,Medium,Small,X-Small,XX-Large","Rs
2099",1469,30% off,Indianwear-Women
11577,Juniper,Printed round neck chiffon womens flared dress - black,"Size:Large,Medium,X-Small","Rs
2199",989,55% off,Indianwear-Women
11578,Juniper,Printed rayon round neck womens tiered dress - blue,"Size:Large,Medium,X-Large","Rs
1999",1399,30% off,Indianwear-Women
11579,Varanga,Printed cotton round neck womens regular fit kurta - mustard,Size:Small,"Rs
1999",599,70% off,Indianwear-Women
11580,Juniper,Solid cotton round neck womens flared dress - white,"Size:Large,Medium,Small,X-Large","Rs
4099",1844,55% off,Indianwear-Women
11581,Infuse,Fitted full length cotton lycra womens leggings - grey,"Size:Large,Small,X-Small","Rs
499",249,50% off,Indianwear-Women
11582,Stop,Printed rayon mandarin womens knee length kurta - grey,"Size:S,M,L,X-Large,X-Small,XX-Large,XXX-Large","Rs
799",559,30% off,Indianwear-Women
11584,Indya,Printed silk regular fit womens layered skirt - blue,"Size:Large,Medium,Small,X-Large,X-Small","Rs
2800",1400,50% off,Indianwear-Women
11585,Indya,Embroidered silk blend v neck womens top - natural,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1500",1200,20% off,Indianwear-Women
11586,Juniper,Printed chanderi round neck womens flared dress - sky blue,"Size:Large,Medium,Small,X-Large","Rs
3799",1519,60% off,Indianwear-Women
11587,Janasya,Solid silk round neck womens kurta palazzo set - mustard,"Size:Medium,Small,X-Large,XX-Large,XXX-Large","Rs
2299",1149,50% off,Indianwear-Women
11588,Myshka,Printed cotton round neck womens dress - navy,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1599",559,65% off,Indianwear-Women
11590,Myshka,Printed cotton round neck womens kurta palazzo set - yellow,"Size:Medium,Small,X-Large,XX-Large","Rs
2999",899,70% off,Indianwear-Women
11591,Haute curry,Printed rayon womens casual cowl dress - natural,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1499",749,50% off,Indianwear-Women
11592,Ziyaa,Floral mandarin rayon womens ethnic set - peacock,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
2443",977,60% off,Indianwear-Women
11593,Ziyaa,Printed crepe round neck womens kurta palazzo set - natural,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
2106",842,60% off,Indianwear-Women
11596,Biba,Rayon round neck womens churidar kurta dupatta set - red,"Size:32,34,36,38,42","Rs
5495",3297,40% off,Indianwear-Women
11597,Kashish,Embroidered viscose blend round neck womens straight kurta - mango,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large","Rs
1599",799,50% off,Indianwear-Women
11598,Ziyaa,Printed polyester round neck womens straight kurta - natural,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
1648",576,65% off,Indianwear-Women
11600,Ziyaa,Floral round neck rayon womens ethnic set - red,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
3227",1129,65% off,Indianwear-Women
11601,Indya,Solid regular fit georgette womens festive wear sharara - green,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1950",975,50% off,Indianwear-Women
11602,W,Print viscose round neck womens kurta - blue,"Size:6,14","Rs
1899",949,50% off,Indianwear-Women
11603,Stop,Womens printed knee length casual wear kurta - blue,"Size:S,M,L,X-Small,XXX-Large","Rs
799",399,50% off,Indianwear-Women
11604,Haute curry,Regular fit rayon womens casual pants - pink,"Size:Large,Medium,Small,X-Large","Rs
999",499,50% off,Indianwear-Women
11606,Biba,Printed v-neck polyester womens straight kurta - green,"Size:32,34,36,38","Rs
1299",779,40% off,Indianwear-Women
